Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
National Sales Manager,PT Wook Global Technology,Jakarta Utara,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84662128?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/b37f89d9-eff5-46c2-80f7-49e32190522b.1/serpLogo,"NATIONAL SALES MANAGER – AKSESORIS GAMINGPT Wook Global Technology membuka kesempatan bagi profesional terbaik untuk bergabung dan memimpin pengembangan penjualan produkAksesoris Gaming(Vivan, Robot, Acome, Gamen, Redskull) di seluruh Indonesia.Kami mencariNational Sales Manageryang memiliki pengalaman mendalam di industri gaming accessories, memiliki kepemimpinan yang kuat, serta mampu merancang dan mengeksekusi strategi penjualan untuk meningkatkan penetrasi pasar nasional melalui berbagai kanal distribusi.Benefit:Gaji Pokok Kompetitif +Komisi Tanpa BatasFasilitas Dinas(transportasi, akomodasi, & tunjangan perjalanan)KesempatanJenjang Kariryang jelas di perusahaan berskala nasionalLingkungan kerja dinamis & kolaboratif dengan tim produk, marketing, dan e-commerceTanggung Jawab Utama:Perencanaan Strategis Penjualan:Merumuskan dan mengeksekusi strategi penjualan nasional untuk mencapai target omzet, volume, dan pertumbuhan pasar.Pengembangan Kanal Distribusi:Meningkatkan distribusi melalui jalurmodern trade,general trade, marketplace, dan kanal B2B.Manajemen Tim Penjualan Nasional:Memimpin tim sales regional, merekrut, mengembangkan kompetensi, serta memberikan coaching dan motivasi secara berkala.Ekspansi Pasar & Branding:Menyusun strategi ekspansi ke kota-kota potensial dan meningkatkan awareness brand melalui kerja sama lintas divisi.Analisa Pasar & Kompetitor:Melakukan riset pasar, tren industri gaming, harga, positioning produk kompetitor, serta memberikan insight strategis kepada manajemen.Manajemen Hubungan Bisnis:Menjalin dan mengelola hubungan strategis dengan distributor, retailer besar, key account, dan partner e-commerce.Monitoring Kinerja & Pelaporan:Menganalisis data penjualan nasional, menyusun laporan performa tim & strategi peningkatan berkelanjutan.Kualifikasi yang Dibutuhkan:Usia maksimal40 tahun, Pendidikan minimalS1 semua jurusan(lebih disukai dari Manajemen, Pemasaran, atau Teknik).Pengalaman minimal5 tahundi posisi manajerial dalam industriAksesoris Gaming, Elektronik Konsumer, atau Teknologi.Kuat dalam perencanaan strategi penjualan, negosiasi, dan leadership.Memahami lanskap pasar elektronik, tren gaming, dan perilaku konsumen Indonesia.Fasih berbahasa Inggris, nilai plus bila menguasaiBahasa Mandarin.Mampu menggunakanMs. Excel, PowerPoint, dan tools analisis data.Memilikimobilitas tinggidan bersedia melakukan perjalanan dinas ke berbagai kota.Siap bekerja berdasarkan target dan tantangan ekspansi pasar.__________________________________________________________________________________________________________全国销售经理 – 游戏配件产品PT Wook Global Technology 诚邀经验丰富、充满激情的专业人士加入我们的团队，全面负责在印尼市场推广与销售我们的游戏配件品牌产品（包括 Vivan、Robot、Acome、Gamen、Redskull）。我们正在寻找一位具有卓越领导能力、深谙电子及游戏配件市场、擅长销售策略规划的全国销售经理，共同推动品牌在印尼的快速增长与市场拓展。福利待遇：有竞争力的基本工资 +无限销售佣金差旅补贴（交通、住宿、津贴）明确的职业晋升通道与产品、市场、电商等多部门协作的良好工作氛围主要职责：销售战略制定与执行：制定并执行全国销售策略，实现销售额、市场占有率和增长目标。渠道拓展与管理：发展现代渠道、传统渠道、电商平台和B2B销售网络。销售团队管理：领导各区域销售团队，负责招聘、培训、绩效管理与激励。市场拓展与品牌提升：拓展潜力城市市场，与产品、市场、电商等部门协作提升品牌知名度。市场与竞争分析：分析游戏配件市场趋势、竞品策略、价格与定位，为公司提供策略建议。合作伙伴关系管理：与经销商、零售商、关键客户及电商合作伙伴建立并维护良好关系。销售数据监控与报告：监控全国销售绩效，分析数据，制定优化方案并定期汇报。职位要求：年龄不超过40岁，本科及以上学历（市场营销、管理、工程类优先）。至少有5年在游戏配件或消费电子行业的销售管理经验。具备出色的销售战略规划、谈判能力与领导才能。熟悉印尼游戏电子市场、消费者行为及行业趋势。英语流利，会说中文者优先。熟练使用Microsoft Excel、PowerPoint及数据分析工具。能够适应高频出差，并能在目标导向的环境下工作。"
KOL & Affiliate Specialist – eCommerce,PT Eblo Teknologi Indonesia,Jakarta Selatan,Rp 7.000.000 – Rp 7.500.000 per month,Full time,3 jam yang lalu,https://id.jobstreet.com/id/job/84710155?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/27065ab1-dd81-4a2d-8d1e-f83b599e1355.2/serpLogo,"Develop and execute KOL strategies aligned with campaign objectives, product launches, and seasonal moments (e.g., 3.3, 6.6, Harbolnas).Shortlist and onboard suitable beauty influencers across platforms (Instagram, TikTok, YouTube) based on brand fit and past performance.Recruit and manage a network of affiliates (e.g., content creators, affiliators, community resellers, key opinion leaders) on Shopee Affiliate, TikTok Affiliate, etc.Discuss and plan incentive structures (commission tiers, bonus programs) with the Brand eCommerce Marketing Team to motivate and grow active affiliates.Collaborate with eCommerce and performance marketing teams to align KOL and affiliate activities with overall campaign mechanics and timelines.Weekly tracking and reporting on KOL & affiliate performance: reach, engagement, GMV, ROI.Maintain an internal database of active KOLs/affiliates, historical performance, and contacts.Qualification :- Minimum D3- Have a minimum of 2 year experience- Maksimum age 26yo- South Jakarta Placement"
FORMULATOR R&D UNTUK SKINCARE/DEKORATIF/FARMASI,PT Derma Enom Farma,Tangerang,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84650906?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/138ce5d7-e1e4-4b3d-9d2c-9803aeb9fba3.1/serpLogo,"- Memimpin tim formulasi R&D dalam mengembangkan produk baru sesuai dengan kebutuhan pasar dan tren industri.- Memberikan arahan dan bimbingan kepada anggota tim dalam penelitian, pengujian, dan pengembangan produk.- Menyusun rencana dan anggaran proyek formulasi produk dan memastikan proyek selesai tepat waktu dan sesuai anggaran.- Mengembangkan formula produk baru berdasarkan riset pasar dan kebutuhan pelanggan.- Menyempurnakan formula produk yang ada untuk meningkatkan kualitas, mengurangi biaya, atau memenuhi standar keselamatan dan regulasi.- Mengidentifikasi dan menguji bahan baku baru untuk meningkatkan kualitas dan efisiensi produk.- Mengelola proses pengujian dan validasi formula produk dalam berbagai tahap (lab scale, pilot scale, dan full scale) untuk memastikan produk memenuhi kriteria kualitas, stabilitas, dan keamanan.- Mengkoordinasikan dengan tim Quality Control (QC) dan produksi untuk memastikan transisi dari formulasi ke produksi massal lancar.- Memantau tren pasar, teknologi baru, dan perkembangan ilmiah untuk menciptakan produk inovatif yang memenuhi kebutuhan pasar dan regulasi.- Berinovasi dalam proses formulasi untuk menciptakan produk dengan keunggulan kompetitif di pasar"
STAFF ADMIN E-COMMERCE,PT Supertone (SPC),Tangerang,Rp 4.902.000 – Rp 5.500.000 per month,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84663291?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/5fabacc1-7061-48b0-83c9-bb0dbef61993.2/serpLogo,"Anda memiliki Ketelitian, Kejujuran dan Integritas yang Tinggi?Anda terbiasa melakukan Pekerjaan Administratif dengan rapih?Anda terbiasa dengan Sistem Input Data dengan Komputerisasi?PT Supertone adalah salah satu Perusahaan IT terkemuka di Indonesia yang lebih dari 30 Tahun di percaya.Supertone telah diakui oleh Pemerintah sebagai salah satu pilar dalam Industri IT dan dianggap sebagai salah satu pelopor paling awal untuk memperkenalkan teknologi IT ke Indonesia.PT Supertone dipercaya banyak perusahaan besar baik secara nasional maupun international seperti Indofood, MAP, Danone, Epson, Google, Intel, Qualcomm dan banyak lainnya. Kami berusaha untuk memberikan solusi teknologi terbaik kepada pelanggan kami.Budaya Kerja Kami adalah Kinerja Tinggi, Proaktif, dan tanggung jawab terhadap hasil kerja Anda.Jika Anda ingin menjadi unggul di Industri IT, bergabunglah dengan tim kami dan membuat dampak positif bagi Indonesia.Tugas dan Tanggung Jawab:Mengelola E-Commerce (Shopee, Toko Pedia, Lazada, TikTok)Melakukan pemeriksaan barang returBertanggung jawab membuat laporan sesuai deadlineBertanggung jawab atas ketersediaan / Stock barang di gudangMencatat semua kegiatan keluar dan masuknya barang produksiMencatat distribusi barangMembuat surat jalanMemperbarui barang yang memasuki expired periodMelakukan stock opname dan data inventarisMengawasi pelaksanaan bongkar muat barang produksiMelengkapi dokumen permintaan dan pengiriman muatan barangKualifikasi:Usia maksimal 32 tahunMemiliki pengalaman setidaknya 2 tahun di bidang yang samaPengalaman menggunakan sistem Administrasi dan Manajemen Pergudangan (ex: Zahir, Accurate, SAP, dll) akan diutamakanPendidikan minimal S1Memiliki pengalaman sebagai Admin MarketplaceMahir menggunakan Ms. Excel dan Ms. WordMemiliki Ketelitian yang tinggi, serta kerapihan dalam menyelesaikan tugasMemiliki sikap ""I Can Attitude"", Inisiatif dan memiliki integritas serta tanggung jawab yang kuatMemiliki kemampuan komunikasi dan komputerisasi yang baikTerbiasa bekerja dengan skala besarBenefits :BPJS Kesehatan & BPJS KetenagakerjaanPenempatan : Curug - TangerangHari Kerja : Senin s/d Sabtu (setengah hari)"
Recruitment Officer,PT Delta Sukses Teknologi,Tangerang,Rp 7.000.000 – Rp 9.000.000 per month,Full time,1 jam yang lalu,https://id.jobstreet.com/id/job/84715140?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/6d96d31b-a1b8-421f-98eb-d7db4d10c3be.2/serpLogo,"Deskripsi Jabatan :Melakukan perencaan rekrutmen berdasarkan kebutuhan karyawan yang ditentukan oleh PerusahaanMembuat dan memposting iklan lowongan kerja di berbagai platform rekrutmen (Jobstreet, Glints, LinkedIn)Menerima dan menyeleksi CV pelamar sesuai dengan kualifikasi yang dibutuhkanMelakukan wawancara dengan pihak manager atau pihak terkait untuk menentukan kandidat yang sesuai dengam kebutuhan PerusahaanMengatur jadwal interview dan psikotest, serta memantau kelancaran proses rekrutmenMemastikan seluruh proses rekrutmen berjalan sesuai dengan kebijakan perusahaan dan PTK yang sudah ditentukanMengurus administrasi dan dokumen yang diperlukan selama proses rekrutmen.Kualifikasi Jabatan :Memiliki lulusan S1 di bidang Psikologi, Manajemen Sumber Daya ManusiaPengalaman min 1 – 2 tahun di bidang rekrutmen, terutama di perusahaan FMCGMemahami cara-cara rekrutmen yang efektif dan sesuai dengan kebutuhan perusahaanMemiliki kemampuan komunikasi yang baik secara lisan maupun tulisanBisa bekerja cepat dan mengatur waktu dengan baik dalam menangani banyak proses rekrutmenTeliti, cepat tanggap dan memiliki perhatian pada detailTerbiasa menggunakan platform rekrutmen seperti Jobstreet, Glints, LinkedIn, dst."
IT Support Staff,PT Bajaindo Eraprima,Jakarta Barat,Not specified,Full time,21 jam yang lalu,https://id.jobstreet.com/id/job/84692843?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/bb0a38c6-4ed0-47e9-9bf3-806a7e090b6a.2/serpLogo,"Tugas dan Tanggung Jawab UtamaMelakukan monitoring dan pemeliharaan server lokal maupun cloud (jika ada).Melakukan backup data secara berkala dan memastikan keamanan akses pengguna.Menjadi penghubung utama dengan vendor ERP untuk pelaporan error, update sistem, dan pengujian solusi.Mempelajari proses penanganan bug/error dari vendor untuk dapat melakukan troubleshooting mandiri di masa depan.Memberikan dukungan teknis tingkat pertama kepada user internal terkait aplikasi dan sistem.Mendokumentasikan alur kerja teknis, error log, dan solusi yang diberikan oleh vendor.Membantu instalasi dan konfigurasi perangkat keras/lunak jika dibutuhkan.Mengelola media sosialKualifikasiPendidikan minimal D3/S1 di bidang Teknologi Informasi, Sistem Informasi, atau setara.Memiliki pemahaman dasar mengenai jaringan, server, dan sistem operasi (Windows/Linux).Pengalaman bekerja minimal 1 tahun di bidang IT support (fresh graduate dipertimbangkan).Mampu berkomunikasi dengan baik dalam menjelaskan masalah teknis kepada non-teknis.Memiliki kemauan belajar untuk memahami sistem ERP dan proses bisnis.Teliti, bertanggung jawab, dan mampu bekerja secara mandiri maupun tim.Nilai Tambah (Nice to Have)Pengalaman bekerja dengan sistem ERP (SAP, Odoo, dll).Mampu membaca log error dan memahami struktur database dasar.Pengalaman menggunakan tools remote desktop, monitoring, atau ticketing system."
STAFF IT SUPPORT,PT Trimanunggal Sejahtera,Jakarta Pusat,Rp 6.500.000 – Rp 7.000.000 per month,Full time,3 jam yang lalu,https://id.jobstreet.com/id/job/84709426?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/4c338070-2efa-45fb-8957-c9e98f7b6ba5.2/serpLogo,"Tanggung JawabMemberikan dukungan teknis dan penyelesaian masalah terkait perangkat keras, perangkat lunak, dan infrastruktur TI bagi para karyawan di seluruh organisasi.Melakukan instalasi, konfigurasi, dan pemeliharaan sistem komputer, perangkat, dan aplikasi.Mengidentifikasi dan mendiagnosis masalah TI, lalu mengambil tindakan korektif yang tepat.Memastikan ketersediaan dan keamanan data, serta melakukan backup data secara teratur.Memelihara dokumentasi dan catatan terkait insiden, masalah, dan resolusi yang dihadapi.PersyaratanMinimal memiliki diploma/gelar di bidang Teknologi Informasi, Komputer, atau bidang terkait.Berpengalaman minimal 2 tahun dalam peran dukungan teknis atau IT support.Memiliki pengetahuan yang baik tentang sistem operasi, aplikasi, dan perangkat keras komputer.Terbiasa dengan troubleshooting dan pemecahan masalah TI secara efektif.Kemampuan komunikasi yang baik, baik secara lisan maupun tertulis.Memiliki sertifikasi CompTIA A+, Microsoft Modern Desktop Administrator & CCNA, MikroTik MTCNA, Ubiquiti, atau CCTV ( Untuk jaringan/CCTV ) menjadi nilai tambah"
Sales Engineer / Pre Sales (Wilayah Jawa / Sumatera),PT PGAS Telekomunikasi Nusantara,Jakarta Barat,Rp 10.000.000 – Rp 11.000.000 per month,Kontrak/Temporer,2 hari yang lalu,https://id.jobstreet.com/id/job/84649542?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/40fb0fe6-c398-4561-a3e3-7eeb7aa2d29d.1/serpLogo,"Job Description:Merancang dan mengembangkan layanan IT/OT mencakup monitoring, pengendalian, pemeliharaan, perbaikan dan manajemen resiko.Merancang dan mengembangkan layanan IT/OT sesuai persyaratan bisnis, analisa kebutuhan pengguna, dan arsitektur sistem yang optimal.Membuat proposal teknis, cost based termasuk dokumen TKDN untuk penyediaan solusi IT bagi pelanggan PGNCOM.Berkoordinasi dengan tim pelaksana pekerjaan untuk memastikan solusi pelanggan dapat diselesaikan sesuai dengan ruang lingkup pekerjaan.Melaksanakan kajian harga satuan pekerjaan.Melakukan penelitian dan eksplorasi terhadap teknologi dan tren terbaru untuk mengidentifikasi peluang inovasi peningkatan layanan.Mengusulkan kebutuhan partnership untuk kebutuhan jangka panjang perusahaan.Kualifikasi:Minimum D3 Teknik Elektro/Informatika/Industri/Teknik Telekomunikasi.Memiliki pengalaman minimal 3 Tahun di bidang yang sama.Memiliki pemahaman mendalam tentang sistem dan jaringan komputer termasuk komponen seperti server, storage, network device.Memiliki pemahaman mendalam tentang infrastruktur teknologi seperti virtualisasi, cloud computing, manajemen server.Memiliki pemahaman tentang cybersecurity serta IT Service Management termasuk framework seperti ITIL atau COBIT.Memiliki kemampuan komunikasi & presentasi yang baik secara verbal maupun tulisan.Memiliki pengetahuan tentang tren teknologi IT, keterampilan analitis yang kuat, serta perhitungan TKDNJujur, bertanggungjawab, dapat bekerja dengan team, dan adaptif terhadap dinamika bisnis.Mempunyai pengalaman sebagai PreSales/Sales Engineer minimal 2 tahun diperusahaan ICT Solution ProviderMempunyai spesialisasi di bidang IT Development ( mempunyai sertifikasi lebih diutamakan)"
Market Analyst Specialist,PT Seger Agro Nusantara,Surabaya,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84633544?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/ca4cff56-d09b-4cc8-85c1-811c0877875c.2/serpLogo,"Job Deskripsi :Menganalisis data penjualan untuk memprediksi tren penjualan dan perkembangan pasar.Memberikan analisis kompetitif terhadap harga pasar dan penjualan, serta mengidentifikasi tren industri yang relevan.Mengumpulkan dan menganalisis data dari pelanggan serta kompetitor, untuk dikonsolidasikan menjadi laporan dan strategi bisnis.Melakukan analisis terhadap produk-produk substitusi yang dapat memengaruhi keseimbangan supply dan demand.Bekerja sama dengan tim pembelian dan cabang untuk melakukan evaluasi atas ketersediaan barang dan harga pembelian.Requirement:Pendidikan minimal S1 dari berbagai jurusan.Menguasai Bahasa Inggris minimal pada tingkat intermediate.Memiliki kemampuan teknologi yang baik dan terbiasa menggunakan berbagai tools analisis (tech-savvy).Bersedia melakukan perjalanan dinas (mobile).Bersedia ditempatkan di Head Office – Spazio Building, Surabaya."
Quality Control Data Analyst,PT Santos Jaya Abadi,Karawang,Not specified,Full time,22 jam yang lalu,https://id.jobstreet.com/id/job/84691452?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/91350b9b-c862-4b75-9eb3-17a1477d6344.2/serpLogo,"Quality Control Data Analyst bertanggung jawab mengawasi dan memastikan seluruh laporan pengecekan quality control yang digunakan telah melalui proses validasi yang akurat, konsisten, dan sesuai standar, serta memberikan rekomendasi/ide pengembangan sehingga kegiatan operasional QC lebih efektif dan efisienPersyaratanPendidikan S1 Statistik / Teknologi Pangan / Teknik Kimia / Teknik IndustriMenguasai alat analisis data (misal: Excel, SQL, Python/R (nilai tambah), BI tools seperti (Power BI/Tableau dan software statistik seperti SPSS/SAS)Memiliki kemampuan analisis dan problem solving, teliti dan mampu bekerja dalam tim lintas fungsiPengalaman dalam pembuatan dashboard dan pelaporan dataKemampuan komunikasi dan kepemimpinan yang baik"
Staff R&D (Research and Development),PT Karawang Foods Lestari,Cikarang Pusat,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84662014?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/1ce8dca2-dc70-4c13-ac54-67d5a6134ef2.2/serpLogo,"Kualifikasi:Pendidikan minimal S1 Teknologi Pangan / Kimia / Bioteknologi atau jurusan relevan.Memiliki pengalaman di bidang R&D produk makanan minimal 1 tahun (Fresh Graduate dipersilakan melamar).Memahami proses formulasi makanan dan uji laboratorium dasar.Memiliki kemampuan komunikasi yang baik, analitis, dan detail-oriented.Mampu bekerja dalam tim, berpikir kreatif, dan tahan terhadap deadline.Nilai Tambah Jika Anda Memiliki :Pengalaman mengembangkan produk seperti bumbu, saus, premix, sirup.Pengetahuan tentang HACCP, GMP, dan standar keamanan pangan lainnya.Familiar dengan software R&D atau pengolahan data sensorik.Tanggung Jawab:Mengembangkan produk baru (seasoning, sauce, premix, dsb) dari formulasi hingga produksi.Melakukan trial dan validasi produk di lab maupun skala industri.Berkolaborasi dengan tim QC, Produksi, dan Marketing untuk memastikan kualitas dan kesesuaian produk.Menyusun dokumen teknis seperti spesifikasi bahan baku dan finished good.Melakukan analisis sensorik, uji stabilitas, dan continuous improvement produk eksisting."
Digital Marketing,PT. EZFOLDING SENTRAL ASIA,Citeureup,Rp 4.000.000 – Rp 5.000.000 per month,Kontrak/Temporer,5 hari yang lalu,https://id.jobstreet.com/id/job/84593088?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/f3baec4b-7d89-492a-b424-d48ac35edfd1.1/serpLogo,"Skill yang dibutuhkan:Kemampuan analisis data: Mampu mengumpulkan, menganalisis, dan menginterpretasi data untuk mengukur kinerja kampanye dan membuat keputusan yang tepat.Pemahaman iklan berbayar dan SEO: Mampu mengelola kampanye iklan berbayar di mesin pencari dan mengoptimalkan situs web untuk mesin pencari.Kemampuan komunikasi: Mampu menulis dan berbicara dengan jelas, persuasif, dan sesuai dengan target audiens.Kemampuan manajemen waktu: Mampu mengatur waktu dengan baik untuk menyelesaikan tugas-tugas yang beragam.Pemahaman media sosial: Mampu mengelola akun media sosial, menciptakan konten yang menarik, dan berinteraksi dengan pengikut.Kreativitas: Mampu menghasilkan ide-ide pemasaran yang baru dan menarik.Pemahaman tentang tren dan teknologi digital: Mampu mengikuti perkembangan tren dan teknologi digital terbaru.Pemahaman tentang Website, Autocad, Iklan dan Social Media.Mampu Bekarja sama dengan Team.Siap bekerja dibawah tekanan dan bersedia bekerja diluar JobDesk"
IT Support,PT IDStar Cipta Teknologi,Jakarta Raya,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84650204?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/364d7534-732d-4217-88d0-216b1474163e.1/serpLogo,"Job Description:Melakukan instalasi, konfigurasi, dan pemeliharaan sistem operasi Microsoft Windows (desktop dan server) serta Linux.Menangani permasalahan teknis pada perangkat keras dan lunak komputer, termasuk Microsoft Office dan aplikasi standar perusahaan.Bertanggung jawab terhadap operasional dasar sistem AS400 (IBM iSeries) untuk kebutuhan bisnis.Melakukan pemantauan dan pemeliharaan jaringan komputer dasar, termasuk troubleshooting konektivitas LAN/WAN.Mengelola dan mengoperasikan virtual machine menggunakan VMware untuk keperluan testing atau operasional.Memberikan dukungan teknis kepada karyawan terkait kendala sistem dan perangkat IT.Melakukan dokumentasi prosedur dan panduan teknis internal.Bertugas dalam sistem kerja shifting untuk mendukung operasional IT 24/7Job Requirements:Pendidikan minimal SMK/D3/S1 di bidang IT atau setidaknya memahami konsep dasar IT.Menguasai penggunaan Microsoft Windows (desktop & server) dan Microsoft Office (Word, Excel, Outlook, dll.).Memiliki pengetahuan dasar tentang sistem operasi Linux.Mampu mengoperasikan VMware secara dasar (setup VM, konfigurasi sederhana).Memahami konsep dasar jaringan komputer (IP address, subnetting, DNS, DHCP, dll.).Wajib memiliki pemahaman dasar dan pengalaman dalam penggunaan sistem AS400.Memiliki kemampuan analisa dan pemecahan masalah yang baik.Mampu bekerja secara mandiri maupun dalam tim, serta memiliki inisiatif tinggi."
Web Fullstack Programmer,Petsgolden,Tangerang,Rp 4.500.000 – Rp 6.000.000 per month,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84656681?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/dd4ebc5b-b095-4594-b967-bd3814dcee7d.2/serpLogo,"Kami mencari Web Fullstack Programmer yang memiliki pengalaman minimal 1 tahun dan mampu bekerja secara tim. Posisi ini terbuka bagi Anda yang baru memulai karier maupun yang sudah berpengalaman.Tanggung jawabMengerjakan web dengan menggunakan metode MVC (PHP framework CI).Menyelesaikan task sesuai dengan timeline.WFO (Bekerja di kantor/lapangan).Bersedia kerja penuh waktu.Mau belajar dan bekerja sama dalam tim.Merancang, mengembangkan, dan memelihara aplikasi web menggunakan teknologi fullstack.Bekerja sama dengan tim untuk merancang solusi web yang optimal dan inovatif.Melakukan troubleshooting, debugging dan tracing aplikasi web.Menyelesaikan tugas sesuai dengan tenggat waktu dengan kualitas terbaik.Beradaptasi dengan lingkungan kerja yang dinamis dan bekerja di bawah tekanan.KualifikasiBerpendidikan minimal S1/sederajat jurusan Teknik Informatika / Sistem Informasi / jurusan sejenis lainnyaWajib miliki pengalaman di atas 1 tahun di bidang web fullstack programming.Memahami bahasa pemrograman PHP, JavaScript, dan mengerti C.R.U.D dengan menggunakan SQL.Mampu bekerja dalam tim dan memiliki komunikasi yang baik.Kompeten dalam menyelesaikan tugas dengan efektif dan efisien.Menguasai teknologi berikut:• HTML• CSS• Bootstrap• JavaScript• JQuery• PHP• SQL Query• CodeIgniter 3/4 (yang berpengalaman dalam framework ini menjadi nilai plus)• Mampu bekerja di bawah tekanan dan menghadapi tantangan dengan sikap positif.Benefits & Others• Salary negotiable• Kesempatan bekerja di lingkungan profesional yang mendukung pengembangan karier.• Peluang belajar teknologi baru dan meningkatkan keahlian.• Kesempatan untuk terlibat dalam proyek besar dan inovatif.• Tim yang solid dan mendukung."
KABAG UTILITY/KABAG ELECTRIC,PT. Bintang Asahi Textile Industry,Sidoharjo,Not specified,Kontrak/Temporer,3 hari yang lalu,https://id.jobstreet.com/id/job/84624150?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/bd741967-9297-4657-90d5-4134209d9759.1/serpLogo,"KABAG UTILITYUSIA MAKSIMAL 40 TAHUNPENDIDIKAN MINIMAL D3 TEKNIK INDUSTRI/ENGINEERING/ELEKTRIKAL/TEKNOLOGI TEKSTIL/MECHANICALBERPENGALAMAN DI BIDANG ELEKTRIK/UTILITY/MANUFACTURING MINIMAL 3 TAHUNMEMAHAMI BOILER OIL, STEM, GENSET, DAN COMPRESSORBERSEDIA BEKERJA DALAM TEKANANDAPAT MENGATUR BAWAHAN DAN KOORDINASI TEAMBERJIWA LEADERSHIP YANG BAIK DAN LOYALITASMAMPU PROBLEM SOLVINGMAMPU MEMBEDAKAN WARNA-WARNA DENGAN BAIK"
