Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
PROFESIONAL KONSULTAN BPOM PANGAN & HALAL CERTIFICATION,PT. SHAN HAI MAP,Jakarta Barat,"Rp 9,000,000 – Rp 11,000,000 per month",Full time,13 hari yang lalu,https://id.jobstreet.com/id/job/84052705?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/7452acaa-f620-4a5a-872d-9f67a561ba9f.1/serpLogo,"Qualifications:Pendidikan minimal lulusan S1 Teknologi Pangan/Teknologi Hasil PertanianMemiliki pengalaman kerja min.2 tahun di bidang R&D Pangan/konsultanMemiliki pengetahuan menganalisa bahan baku pangan maupun bahan tambahan pangan (BTP)Memahami dan menguasai regulasi terkait industri pangan seperti GMP/HACCPI/ISO 22000/FSSC/Sistem Jaminan Halal (atau pernah mengikuti salah satu training tersebut) menjadi point plusMemahami regulasi terkait alur proses pengajuan registrasi produk (BPOM/Halal) menjadi poin plusMemiliki skill interpersonal dan komunikasi yg baikTeliti, kritis dalam menganalisa setiap kasus project, inisiatif, bertanggungjawab, responsifMampu bekerjasama dalam tim maupun secara individuResponsibilities:Bertanggungjawab untuk meninjau dan memproses permohonan terkait izin produk/izin industri Pangan seperti BPOM,  CPPOB, Halal, dan lainnnyaMenyusun/mengidentifikasi/mengembangkan peluang pengembangan produk (jasa) berdasarkan tren pasar, permintaan client, dan perkembangan industriMelakukan kontak/hubungan dengan instansi pangan terkaitMemberikan informasi terbaru (update) terkait regulasi PanganMemberikan training kepada internal terkait proses pendaftaran produk panganMenganalisis formula produk/bahan pangan untuk berbagai kategori pangan yang ada di Indonesia"
Pustakawan,"The Sages Institute, International",Jawa Timur,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84320845?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/5e4078b0-9ed0-4ef4-8e5b-48e9ce303ead.2/serpLogo,Deskripsi PekerjaanMengelola koleksi pustaka (cetak dan digital)Memberikan layanan informasi dan referensi kepada sivitas akademikaMelakukan evaluasi dan pelaporan kegiatan perpustakaan secara berkalaMengembangkan sistem layanan perpustakaan berbasis teknologi informasiMenyusun dan mengimplementasikan program literasi informasi untuk penggunaMenjalin kerja sama dengan perpustakaan lain dan penyedia jurnal/pangkalan data ilmiahMemastikan keberlanjutan dan relevansi koleksi sesuai dengan kebutuhan kurikulum The SagesKualifikasiPengalaman kerja minimal 1–2 tahun di perpustakaan akademik/perguruan tinggi (diutamakan).Pendidikan minimal D3/S1 Ilmu Perpustakaan/Ilmu Informasi atau bidang relevanMemiliki kemampuan interpersonal dan komunikasi yang baikMemiliki pengalaman dalam pengelolaan repository institusiTerbiasa menggunakan sistem otomasi perpustakaanMampu berbahasa Inggris lisan dan tulisan
Human Capital System Development Specialist,PT HASNUR GROUP INDONESIA,Jakarta Selatan,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84318741?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/b831f693-8669-4e00-aeec-9ba810f260cc.2/serpLogo,"Kualifikasi:Pendidikan S1 Sistem InformasiMemiliki pengalaman di bidang terkait minimal 1 tahun (Pengalaman Internship dipersilahkan Apply)Memiliki komunikasi interpersonal yang baikMemiliki pengalaman memperesentasikan project yang sudah dikerjakanPenempatan : Office 8, Jakarta SelatanJob Desc :Mengidentifikasi peningkatan, pengembangan sistem, memberikan, serta mengimplementasikan solusiMenjadi penghubung antar departemen HC dengan pihak lain mengenai design system dan implementasinyaMemelihara, memonitor dan menjaga fungsi optimal dari sistemMembuat laporan terkait data yang dibutuhkan, baik secara lengkap maupun dalam bentuk ringkasanMensosialisasikan dan mengajarkan jika ada pengguna system maupun teknologi informasi yang baru"
Customer Service Freight Forwarding,PT Finfleet Teknologi Indonesia,Kemayoran,Rp 6.500.000 – Rp 7.800.000 per month,Full time,23 jam yang lalu,https://id.jobstreet.com/id/job/84342135?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/ea6995de-e754-4626-9b0a-655c89e118ab.1/serpLogo,"We are hiring for our client needs!Role DescriptionThis is a full-time on-site role for a Customer Service Freight Forwarding at Chinese Company in Kemayoran, Central Jakarta. The Customer Service Freight Forwarding will be responsible for day-to-day tasks related to customer satisfaction, support, and service.QualificationsBachelor DegreeInterpersonal Skills and Customer Support abilitiesExperience in Customer Service at least 2–3 years of industry experience (sea freight, air freight)Fluent in spoken English; Chinese proficiency is also acceptable.Excellent communication and problem-solving skillsAbility to work well in a fast-paced environment"
Manajer Produksi - Production Manager,PT. Tissin Foods Indonesia,Cikarang Selatan,Rp 11.000.000 – Rp 12.500.000 per month,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84318147?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/fb4092a6-c087-42d3-bb22-d3452298b432.1/serpLogo,"Tugas & Tanggung Jawab :1.       Memastikan seluruh kegiatan produksi sesuai dengan standar yang berlaku2.       Mampu merencanakan dan mengkoordinasi seluruh rencana produksi3.       Memastikan seluruh hasil produksi memiliki hasil yang sama dan sesuai dengan standar kualitas yang ditetapkan4.       Menganalisa data dan produktivitas produksi5.       Melaporkan semua kegiatan kepada pihak management6.       Mengatur seluruh manpower produksi7.       Berkoordinasi dengan departemen lain dan memastikan produksi berjalan baik.Kualifikasi :1.     Pendidikan Min. S1 (Teknologi Pangan, kimia, farmasi, biologi dan yang setara)2.     Memiliki Pengalaman Min. 2 tahun3.     Memahami ISO 22000, HACCP, SJH, GMP dan Manajemen produksi4.     Berpengalaman di industri coklat diutamakan5.     Mempunyai kemampuan komunikasi, negosiasi, berpikir kritis dan problem solving.6.     Bersedia bekerja di area Cikarang, Jawa Barat."
FAT Manager of PT Duta Trada Sarana (Member of Delta Sukses Teknologi Group),PT Delta Sukses Teknologi,Tangerang,Rp 15.000.000 – Rp 18.000.000 per month,Full time,13 hari yang lalu,https://id.jobstreet.com/id/job/84052863?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/6d96d31b-a1b8-421f-98eb-d7db4d10c3be.2/serpLogo,"We are looking forFinance, Accounting & Tax ManagerforPT Duta Trada Sarana, member ofPT Delta Sukses Teknologi Group.Job SummaryOversee the full spectrum of Finance, Accounting, and Tax functions within PT Duta Trada Sarana.Prepare and analyze accurate and timely monthly and annual financial reports.Ensure full compliance with tax regulations and manage timely tax filings (VAT, Income Tax, etc.).Manage cash flow, budgeting, and cost control for daily operations.Develop and improve financial and accounting systems and procedures to enhance accuracy and efficiency.Provide financial insights to management to support strategic decision-making.Job QualificationsBachelor’s degree in Accounting or Finance, EconomicsMust have minimum 4 years working experience in the related fields with the same positionPossess Brevet A & B certification.Highly organized, and able to work on in a fast-paced environmentExcellent ability to problem solves along with solid analytical skills, understanding of the business process, and systems optimizationWilling to be placed at our HO - Tangerang Banten"
IT Trainee,PT Hartono Plantation Indonesia,Jakarta Barat,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84316699?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/66da3df7-6a94-4f7f-95ca-22416034c07e.2/serpLogo,"Kualifikasi:Lulusan S1/D3 Teknik Informatika, Sistem Informasi, Ilmu Komputer, atau bidang terkaitMemiliki pengetahuan dasar mengenai sistem operasi, jaringan, dan perangkat lunak umumMampu berpikir analitis dan menyelesaikan masalah teknisKomunikatif dan mampu bekerja sama dalam timMotivasi tinggi untuk belajar dan berkembang di dunia IT🚀Tentang Program:IT Trainee Programdari[Nama Perusahaan]dirancang khusus untuk talenta muda yang ingin memulai karier di bidang teknologi informasi. Program ini memberikan pelatihan intensif dan pengalaman langsung di tiga jalur spesialisasi berikut:Infrastructure TraineeSoftware Developer TraineeSAP Trainee (Functional & Technical)Peserta akan dibimbing langsung oleh profesional berpengalaman dan berpeluang besar untuk menjadi bagian dari tim IT kami setelah program selesai.📌1. Infrastructure TraineeTugas Utama:Mendukung operasional jaringan, server, dan sistem IT perusahaanInstalasi, konfigurasi, dan pemeliharaan perangkat keras & lunakTroubleshooting dan monitoring sistem jaringan dan keamananKualifikasi Khusus:Memahami konsep jaringan (LAN/WAN), server, firewall, dan cloudFamiliar dengan Windows/Linux server menjadi nilai tambah💻2. Software Developer TraineeTugas Utama:Membantu pengembangan dan pemeliharaan aplikasi internalMenulis kode, melakukan debugging, dan testing modul aplikasiTerlibat dalam pengembangan API dan integrasi sistemKualifikasi Khusus:Menguasai minimal satu bahasa pemrograman (Java, Python, PHP, JavaScript, dll.)Paham dasar OOP dan database (MySQL, PostgreSQL, dll.)📊3. SAP Trainee (Functional & Technical)Tugas Utama:Mendukung tim SAP dalam analisis kebutuhan user dan konfigurasi modulMembantu dokumentasi fungsional dan teknis SAPBelajar dan terlibat dalam pengembangan (ABAP) atau implementasi modul SAP (FI/CO/MM/SD/PP)Kualifikasi Khusus:Tertarik pada sistem ERP, khususnya SAPMemiliki pemahaman dasar modul SAP (nilai tambah)Mahasiswa/Alumni dari jurusan Sistem Informasi, Akuntansi, Teknik Industri, dll."
Business Transformation Lead,PT Wahana Makmur Sejati (Wahanaartha Group),Jakarta Pusat,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84279710?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/09b6ceeb-416b-4147-95df-1bcfba02f2cb.1/serpLogo,"Tugas & Tanggung Jawab :Menentukan strategi perubahan untuk memastikan implementasi sistem (digitalisasi) berjalan lancarMengevaluasi kendala dan komplain terkait implementasi sistem untuk perbaikan yang optimumMemonitor kualitas dan konsistensi atas implementasi sistem (digitalisasi)Membina kolaborasi dan koordinasi dengan pihak internal dan external untuk mengoptimalkan implementasi sistemMemanfaatkan analisis data untuk mengukur dampak inisiatif transformasi dan mengidentifikasi area perbaikanKriteria :S1 di bidang teknik / ekonomi / bisnisPengalaman min 3 tahun dalam manajemen perubahan, mapping proses bisnis, dan implementasi sistem (digitalisasi)Memiliki pemahaman yang kuat tentang digitalisasi bisnis, sistem ERP, data analytics, dan teknologi modern lainnya.Komunikatif dan kolaboratif dalam menentukan strategi dan eksekusi terkait implementasi sistem (digitalisasi)Memiliki kemampuan analisa tinggi, detail dan kreatif dalam menyelesaikan masalah"
IT Business Analyst (Life Insurance),PT Indocyber Global Teknologi,Jakarta Raya,Not specified,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84323406?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/273af3c9-1bb7-4728-ad9e-1cd5f412795c.2/serpLogo,"ResponsibilitiesAnalyze user requirementsGather user requirementsMake SDLC processCreate documentation project such as Test Case, FSD, TSD, BRD, etc.Prepare and deliver highly effective reportQualificationsCandidate must possess at least a Bachelor's Degree, Computer Science/Information Technology or equivalent.Experience and skill 2+ years as IT Business Analyst (Life Insurance/Banking).Preferable have experience working in Insurance and/or Banking industry.Experience in making project documentation (Test Case, Design, FSD, BRD, TSD, SRS).Familiar with SDLC & SwaggerGood communication (written & verbal) in English.Strong analytical and planning skills.Good communication and presentation skills.Excellent problem-solving skills.Willing to WFO in Jakarta."
IT Support,PT Bertuah Alam Nusantara,Bandung,Not specified,Full time,3 hari yang lalu,https://id.jobstreet.com/id/job/84293830?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/3dfcd6ac-85bd-4807-8f68-24a7f48645b5.2/serpLogo,"Kualifikasi :Usia 25 - 35 tahunSarjana di bidang Teknologi Informasi atau Ilmu Komputer.Memiliki pengalaman min. 2 tahun di bidang yang sama.Memiliki pengetahuan terkait jaringan computer, perangkat lunak (software), dan perangkat keras (hardware).Memiliki pengetahuan tentang pemeliharaan basis data dan keamanan sistem.Mampu bekerja dalam tim.Mampu mengikuti instruksi/arahan.Deskripsi Pekerjaan :Bertanggung jawab untuk memantau metrik kinerja perangkat keras, perangkat lunak, dan sistem.Mengecek, memperbarui, dan memelihara sistem operasi, database serta memastikan keamanan sistem.Bertanggung jawab terhadap mesin pendukung semacam printer, scanner dan lain sebagainya.Menyelesaikan kesalahan yang dicatat secara tepat waktu.Memastikan bahwa semua komputer yang digunakan oleh pengguna terhubung ke jaringan.Mendokumentasikan proses perbaikan."
QA/QC SPV,PT DAPUR SEHAT INDONESIA,Jakarta Barat,Rp 7.000.000 – Rp 7.500.000 per month,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84326335?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/7020a8ce-4f15-4d9c-8b14-157d896896b3.1/serpLogo,"Pendidikan minimal S1 di bidang Teknologi Pangan, Mikrobiologi Pangan, Kimia Pangan, Gizi, atau bidang terkait.Sertifikasi terkait keamanan pangan (HACCP, GMP) menjadi nilai tambah.Pengalaman kerja minimal 2-3 tahun di bidang QA/QC industri makanan, diutamakan di industri katering atau layanan makanan skala besar.Pengalaman minimal 1 tahun dalam peran kepemimpinan atau supervisi tim QA/QC.Memahami prinsip-prinsip dan implementasi sistem manajemen mutu dan keamanan pangan (ISO 22000, HACCP, GMP).Mahir dalam melakukan inspeksi kualitas bahan baku, proses produksi, dan produk akhir makanan.Mampu melakukan pengambilan sampel dan pengujian kualitas (fisik, kimia, mikrobiologi) makanan.Memiliki pengetahuan tentang peraturan perundang-undangan terkait keamanan pangan.Mampu menganalisis data kualitas dan mengidentifikasi potensi masalah.Familiar dengan penggunaan peralatan laboratorium dan pengujian kualitas pangan.Memiliki kemampuan memimpin, memotivasi, dan mengelola tim QA/QC secara efektif.Keterampilan komunikasi yang baik, lisan maupun tulisan, termasuk dalam penyusunan laporan.Mampu bekerja secara sistematis, teliti, dan detail.Kemampuan memecahkan masalah dan mengambil keputusan terkait kualitas.Mampu berkoordinasi dengan departemen lain.Berorientasi pada kualitas dan perbaikan berkelanjutan.Memiliki pemahaman tentang standar kualitas layanan katering (nilai tambah).Mampu memberikan pelatihan terkait QA/QC kepada tim produksi (nilai tambah).Bersedia bekerja dengan jadwal yang fleksibel jika diperlukan."
Supervisor Produksi,PT Santani Agro Perkasa (Banten),Cikande,Not specified,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84318329?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/dcb57119-081e-4639-9e5a-daa984f09361.1/serpLogo,"Kesempatan yang Menarik di PT Santani Agro PerkasaKami mencari seorang Supervisor Produksi yang berpengalaman dan termotivasi untuk bergabung dengan tim kami di PT Santani Agro Perkasa di Cikande, Banten. Sebagai Supervisor Produksi, Anda akan memainkan peran penting dalam pengawasan dan pengelolaan operasional produksi yang efisien dan efektif.Tanggung Jawab UtamaMengawasi dan mengkoordinasikan aktivitas produksi sehari-hari untuk memastikan target produksi tercapai dengan kualitas yang konsisten.Memimpin dan membina tim produksi, memastikan kinerja, produktivitas, dan disiplin yang optimal.Mengidentifikasi dan mengatasi masalah produksi, melakukan tindakan korektif yang tepat.Mengawasi proses pemeliharaan mesin dan peralatan produksi untuk menjaga efisiensi operasional.Menganalisis data produksi dan memberikan rekomendasi untuk peningkatan proses.Memastikan kepatuhan terhadap prosedur, kebijakan, dan peraturan terkait keselamatan dan lingkungan.Kualifikasi yang DibutuhkanMinimal pendidikan D3 atau S1 dalam bidang Teknik Industri, Manajemen Operasi, atau bidang terkait.Memiliki pengalaman minimal 3 tahun sebagai Supervisor Produksi atau posisi serupa di industri manufaktur.Memiliki pengetahuan dan pemahaman yang baik tentang proses produksi, penjadwalan, pengendalian kualitas, dan manajemen tim.Kemampuan kepemimpinan, komunikasi, dan keterampilan analitis yang baik.Mahir dalam menggunakan teknologi dan perangkat lunak terkait produksi.Memiliki kemampuan beradaptasi dan bekerja dalam lingkungan yang dinamis.Memiliki kemampuan menghitung Man Hour Indeks (MHI)Memilki kemampuan bekerja dengan sistem KPIMengapa Bergabung dengan PT Santani Agro Perkasa?Kompensasi yang kompetitif dan paket manfaat yang atraktif.Kesempatan untuk pengembangan karier dan pelatihan yang berkelanjutan.Budaya kerja yang mendukung dan fokus pada keseimbangan kehidupan kerja.Kesempatan untuk berkontribusi pada pertumbuhan perusahaan yang dinamis.Tentang PT Santani Agro PerkasaPT Santani Agro Perkasa adalah perusahaan manufaktur terkemuka di Indonesia yang berspesialisasi dalam produksi bahan kimia pertanian. Dengan pengalaman lebih dari 20 tahun, kami berkomitmen untuk menyediakan produk berkualitas tinggi dan solusi inovatif bagi industri agrikultur. Kami menghargai keberagaman, mendorong inovasi, dan menciptakan lingkungan kerja yang kolaboratif serta mendukung pengembangan karier karyawan.Tertarik untuk bergabung dengan tim kami? Lamar sekarang dan jadilah bagian dari perjalanan kami menuju keberhasilan yang berkelanjutan!"
Ahli Teknologi Laboratorium Medik / Senior Analis Kesehatan,PT. Biomedikal Indopharm Nusantara,Curug,Rp 7.000.000 – Rp 9.000.000 per month,Full time,22 hari yang lalu,https://id.jobstreet.com/id/job/83878057?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d7667990-7019-456c-9a5c-4638250facdd.2/serpLogo,"KesempatanPT. Biomedikal Indopharm Nusantara, perusahaan terkemuka di industri alat kesehatan IVD, sedang mencariAhli Teknologi Laboratorium Medik/Senior Analis Kesehatanyang berpengalaman untuk bergabung dengan tim kami. Sebagai bagian dari tim kami, Anda akan berperan penting dalam memastikan operasi laboratorium yang efisien dan hasil uji yang akurat, memenuhi standar kualitas tertinggi.Tanggung Jawab UtamaMengembangkan dan mengimplementasikan rencana kerja laboratorium dan jadwal pengujian.Berkolaborasi dengan staf untuk merencanakan dan validate new testing methods.Membantu Menyusun Prosedur Operasi Standar (SOP) dan memastikan kepatuhan terhadap segala regulasi yang ada.Melaksanakan risk assessments dan maintain laboratory safety protocols.Melakukan serangkaian analisis, tes, dan pemeriksaan sampel medis menggunakan peralatan laboratorium.Memverifikasi dan menganalisis data hasil uji, menjaga kualitas dan integritas hasil pengujian.Melakukan instalasi, perawatan, dan perbaikan alat kesehatan IVD.Memiliki Kemampuan memecahkan masalah, berpikir kritis, analisis, pengamatan, dan manajemen waktuMematuhi prosedur, protokol, dan peraturan laboratorium yang berlaku.Memberikan masukan dan rekomendasi untuk meningkatkan proses dan prosedur laboratorium.Melatih dan membimbing personel laboratorium junior untuk memastikan keterampilan dan pengetahuan yang memadai.Memelihara dan mengalibrasi peralatan laboratorium secara teratur.Memastikan QC Alat Laboratorium.Melakukan training atau pelatihan teknis dan sosialisasi produk kepada customer terkait keunggulan, spesifikan dan cara penggunaan alat kesehatan IVD.Melakukan presentasi mengenai produk kepada customer dan calon customer.Mengkoordinasikan persiapan audit.Keterampilan dan Kualifikasi yang DibutuhkanGelar Sarjana di bidang Teknologi Laboratorium Medis (ATLM)Minimal 3 tahun pengalaman bekerja di laboratorium medis atau sebagai ATLM.Memiliki sertifikasi atau lisensi yang aktif dan relevan untuk posisi ini.Mahir dalam mengoperasikan dan memelihara peralatan laboratorium medis modern.Kemampuan analitis yang kuat dan ketelitian yang tinggi.Memiliki pemahaman yang baik terhadap alat alat kesehatan IVD.Pemahaman yang baik tentang prosedur dan protokol keselamatan laboratorium.Memiliki keterampilan presentasi yang baik.Keterampilan komunikasi yang baik, mampu berkoordinasi dengan tim.Manfaat Bekerja di PT. Biomedikal Indopharm NusantaraRemunerasi yang kompetitif dan bonus kinerjaTunjangan kesehatan yang lengkap termasuk asuransi jiwa dan kesehatanKesempatan pengembangan karier yang luas melalui pelatihanLingkungan kerja yang kolaboratif dan mendukung, dengan fasilitas laboratorium modernLokasi strategis di Kecamatan Curug, Kabupaten Tangerang, BantenTertarik untuk bergabung dengan tim kami?Lamar sekarangdan temukan peluang karier yang menantang dan menarik di PT. Biomedikal Indopharm Nusantara."
Cyber Security,PT Media Wave Interaktif,Jakarta Selatan,Not specified,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84334232?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/9af27c99-36b2-4d00-a434-a52a32b374f8.1/serpLogo,"Kami mencari seorang Cyber Security Engineer yang berpengalaman dan berdedikasi tinggi untuk memperkuat sistem keamanan pada platform kami yang mencakup teknologi AI, Marketplace, dan Web3 Wallet. Posisi ini akan bertanggung jawab memastikan perlindungan menyeluruh terhadap data pengguna, transaksi, API, smart contract, serta infrastruktur cloud dan web.Tanggung Jawab:Merancang dan menerapkan strategi keamanan untuk seluruh ekosistem (backend, frontend, wallet, dan smart contract).Melakukan audit keamanan secara rutin (termasuk penetration testing dan vulnerability assessment).Memantau dan merespon insiden keamanan, serta mengembangkan prosedur mitigasi risiko.Menyusun dan memperbarui kebijakan keamanan dan best practices.Bekerja sama dengan tim dev dan infra untuk membangun arsitektur yang secure-by-design.Melakukan smart contract audit (manual maupun via tools).Mengamankan API publik, gateway, serta storage data sensitif pengguna.Memastikan compliance dengan regulasi lokal dan internasional terkait perlindungan data (seperti UU PDP, GDPR, dll).Kualifikasi:Min. 3 tahun pengalaman di bidang cyber security, lebih disukai jika pernah di industri Web3 atau Fintech.Menguasai konsep OWASP Top 10, blockchain security, dan smart contract vulnerabilities (seperti reentrancy, overflow, dll).Pengalaman menggunakan tools seperti Burp Suite, Wireshark, Metasploit, Truffle/Slither, MythX, dll.Familiar dengan SIEM tools, cloud security (AWS/GCP), dan DevSecOps practices.Mampu menulis laporan keamanan dan rekomendasi teknis yang bisa langsung diimplementasikan.Memiliki sertifikasi seperti CEH, OSCP, CISSP, atau Certified Blockchain Security Professional menjadi nilai tambah.Berorientasi pada problem-solving, teliti, dan selalu up-to-date dengan ancaman keamanan terbaru.Mampu bekerja secara kolaboratif dengan tim developer, product, dan compliance."
MARKETING COMMUNICATION MANAGER,PT Agres Info Teknologi,Jakarta Utara,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84275074?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/8683caea-2ee3-4669-8bcc-3f11862e2281.1/serpLogo,"Requirements:-Bachelor’s degree in Marketing, Communications, Public Relations, or a related field.-  5 years in Marketing Communication, 3 years in a managerial role.-Expertise in digital marketing, branding, PR, and event marketing (preferably real estate).-Strong media and advertising network.-Proficiency in Google Analytics, Meta Business Suite, and marketing tools.-Strong leadership, strategic thinking, and communication skills.-Data-driven with a results-oriented approach.Job Desc:-Develop and execute 360° marketing strategies to boost brand awareness and positioning.-Oversee digital marketing (website, social media, Google Ads, Meta Ads, TikTok Ads).-Ensure brand consistency across all communication channels (ATL, BTL, corporate branding, events).-Drive customer engagement and loyalty programs.-Collaborate with sales and product teams to align marketing with business goals.-Analyze market trends and campaign performance to optimize strategies."
IT Network Administrator,PT Sapphire Assets International,Jakarta Selatan,Rp 10.000.000 – Rp 15.000.000 per month,Full time,5 hari yang lalu,https://id.jobstreet.com/id/job/84265438?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/200cde35-681d-4d4d-95de-7f1847a0f1f7.1/serpLogo,"- Usia Maksimal 28 Tahun- Pendidikan Minimum : D3 Jurusan Ilmu Komputer / Teknologi Informasi- Pengalaman sebagai IT Network Administrator minimum 2 Tahun- Familiar dengan Cisco Switch, Router Mikrotik, Firewall Fortinet- Familiar dengan protokol routing (BGP, OSP, RIP) dan Switching (VLAN, STP, dll)- Keterampilan memecahkan masalah dengan baik- Memiliki minimum Cisco CCNA atau MTCNA atau Level Asosiasi lainya"
QS (QUANTITY SURVEYOR) MEKANIKAL ELEKTRIKAL,PT POWERCHINA INTELIGENSI DAN INTEGRITAS ENERGI TEKNOLOGI INDONESIA,Karawang,Not specified,Full time,2 jam yang lalu,https://id.jobstreet.com/id/job/84310244?type=standard&ref=search-standalone,Logo not available,"Kualifikasi:Usia maksimal 35 tahunPendidikan minimal D3/S1 Teknik elektro atau mesinMempunyai pengalaman QS minimal 3 tahunMenguasai perhitungan volume pekerjaan, estimasi biaya, dan penyusunan RABMampu membaca dan memahami gambar teknikTerbiasa menggunakan softaware estimasi seperti AUTOCAD, Ms Excel dan aplikasi pendukung lainnyaTerbiasa bekerja di lingkungan proyek (turun ke lapangan)Teliti, komunikatif, dan mampu bekerja di bawah tekananBisa berkomunikasi menggunakan bahasa inggrisJobdescription:Melakukan perhitungan kuantitas pekerjaan berdasarkan gambar kerjaMenyusun Rencana Anggaran Biaya (RAB) untuk pekerjaan mekanikal dan elektrikalMemastikan kesesuaian volume pekerjaan antara kontrak dan realisasi lapanganMembuat laporan progress dan evaluasi biaya proyek secara berkalaNOTE:Hanya yang mempunyai pengalaman QS yang akan diproses"
Product Marketing Specialist,PT HARTS INTAN MAHAKARYA,Surabaya,Not specified,Full time,23 jam yang lalu,https://id.jobstreet.com/id/job/84342374?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/adaf6dff-1b2e-4812-83be-2fa986fb754f.1/serpLogo,"Gambaran Umum PekerjaanPerusahaan kami saat ini sedang  mencari seorangProduct Marketing Specialistuntuk bergabung dengan tim kami di Surabaya, Jawa Timur. Dalam peran ini, Anda akan bertanggung jawab untuk mengembangkan dan mengimplementasikan strategi pemasaran produk yang efektif, dengan tujuan meningkatkan visibilitas, permintaan, dan adopsi produk kami di pasar.Tanggung Jawab UtamaMenganalisis dan memahami tren pasar, preferensi pelanggan, dan kompetisi untuk menginformasikan strategi pemasaran produk yang sesuai seperti produk kesehatanMengembangkan dan mengeksekusi kampanye pemasaran terintegrasi, termasuk konten digital, iklan, acara, dan inisiatif promosi lainnya.Berkolaborasi dengan tim Pengembangan Produk untuk memastikan peluncuran produk baru yang sukses.Mengukur dan mengoptimalkan kinerja pemasaran produk, menggunakan analitik untuk membuat keputusan yang berbasis data.Mengidentifikasi peluang baru untuk pertumbuhan dan memperluas jangkauan produk perusahaanMemberikan dukungan dan pelatihan pemasaran kepada tim penjualan dan layanan pelanggan.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar sarjana dalam bidang Pemasaran, Komunikasi, atau bidang terkait.Minimal 2 tahun pengalaman dalam peran pemasaran atau marketing produk, lebih disukai di sektor teknologi.Kemampuan analitis yang kuat untuk mengukur dan mengoptimalkan kinerja kampanye pemasaran.Keterampilan kreatif untuk mengembangkan konten dan kampanye yang menarik dan efektif.Pemahaman yang baik tentang tren dan strategi pemasaran digital.Kemampuan untuk bekerja dengan berbagai tim, termasuk Pengembangan Produk, Penjualan, dan Dukungan Pelanggan.Orientasi pada hasil dan kemampuan untuk bekerja dalam lingkungan yang berubah-ubah."
